MBC [IDX];Last Successful Poll;IP;Registration Status Group;CM Score;CM DS Avg Pwr;CM US Avg Pwr;CM DS Avg MER;CM US Avg MER;CM Uncorr Codewords;CM Corr Codewords;Flap Ins;Flap Power Adjustment;Flap Total Num;Flap Miss/Hit Ratio;CM Jitter;CM Latency;Packet Loss Rate;CM UpTime;Status Resets;CM DS Ch Set;CM US Ch Set;Memory Utilization;Processor Utilization;Device Name
B8:D9:4D:67:06:6D;08-04-2020 08:41;11.116.115.90;W-Online;100;1.55;38.8;44.02;34.9;0;0;1;26;171;0;1;7;0;13465313;3;24 bonding;OFDM;39;12;CM1
28:9E:FC:0E:5E:20;08-04-2020 08:41;11.116.115.28;W-Online;100;7.67;44.8;46.98;40.3;0;0;0;88;1000;0;3;7;0;3276138;0;24 bonding;OFDM;33;6;CM1
B8:D9:4D:66:E7:79;08-04-2020 08:41;11.130.1.192;W-Online;100;0.96;42;44.45;35;0;0;1;18;32;0;1;6;0;1383928;0;32 bonding;OFDM;35;4;CM1
B8:D9:4D:67:36:4E;08-04-2020 08:42;11.130.1.111;W-Online;100;1.72;45.3;44.55;45.1;0;0;1;2;215;0;14;10;0;9762779;0;24 bonding;OFDM;35;6;CM1
B8:D9:4D:67:37:0B;08-04-2020 08:42;11.130.2.52;W-Online;100;5.99;43;45.24;45.1;0;0;1;1;334;0;8;9;0;6602823;0;24 bonding;OFDM;33;3;CM1
28:9E:FC:0E:7B:69;08-04-2020 08:41;11.130.6.113;W-Online;100;0.27;46.8;45.5;36.5;0;0.01;1;6;22;0;1;6;0;404735;0;24 bonding;OFDM;34;10;CM1
28:9E:FC:0E:5B:45;08-04-2020 08:41;11.130.7.209;W-Online;95;3.37;55.8;45.32;41.1;0.01;0;0;11;41;0;0;6;0;4026455;0;24 bonding;OFDM;33;9;CM1
28:9E:FC:0E:39:0C;08-04-2020 08:41;11.130.7.154;W-Online;100;1.39;45;44.68;45.1;0;0;0;11;91;0;2;7;0;22575;0;32 bonding;OFDM;34;15;CM1
28:9E:FC:0E:8D:B6;08-04-2020 08:42;11.130.3.49;W-Online;100;-4.44;45;42.66;41.1;0;0;7;79;304;0;4;8;0;6481065;11;24 bonding;OFDM;34;8;CM1
28:9E:FC:0E:56:32;08-04-2020 08:41;11.130.7.75;W-Online;100;3.09;44.8;43.55;42.1;0;0;3;10;427;0;4;7;0;1234771;0;32 bonding;OFDM;35;5;CM1
B8:D9:4D:67:3C:52;08-04-2020 08:42;11.130.2.144;W-Online;100;4.69;43;45.37;45.1;0;0;1;0;544;0;1;7;0;1283573;0;24 bonding;OFDM;32;16;CM1
B8:D9:4D:67:20:98;08-04-2020 08:41;11.116.115.7;W-Online;100;3.47;43.3;44.37;40.3;0;0;1;8;50;0;1;6;0;859458;0;32 bonding;OFDM;35;13;CM1
B8:D9:4D:67:3B:7D;08-04-2020 08:42;11.116.115.52;W-Online;100;-0.25;47.8;45.1;39.4;0;0.01;1;4;4;0;17;10;0;6117189;0;24 bonding;OFDM;33;5;CM1
28:9E:FC:0E:99:06;08-04-2020 08:42;11.130.0.90;W-Online;100;4.4;45.8;44.84;41.6;0.01;0;2;0;80;0;2;7;0;4183411;0;24 bonding;OFDM;33;1;CM1
28:9E:FC:0E:9B:98;08-04-2020 08:42;11.130.0.239;W-Online;100;-2.83;49.3;44.17;38.6;0;0;2;37;11;0;1;7;0;5067923;3;24 bonding;OFDM;34;4;CM1
28:9E:FC:0E:83:CE;08-04-2020 08:42;11.130.2.55;W-Online;100;-0.6;42.8;44.19;35.6;0;0;0;22;2;0;1;7;0;3057801;0;32 bonding;OFDM;36;5;CM1
28:9E:FC:0E:86:1B;08-04-2020 08:42;11.116.115.56;W-Online;100;6.98;39.8;45.32;42.7;0;0;2;29;176;0;0;6;0;427475;0;32 bonding;OFDM;35;9;CM1
B8:D9:4D:67:44:55;08-04-2020 08:42;11.130.0.150;W-Online;100;5.01;42.5;46;43.3;0;0;0;17;2;0;1;6;0;15660417;0;24 bonding;OFDM;34;3;CM1
28:9E:FC:0E:B5:93;08-04-2020 08:42;11.130.1.0;W-Online;100;5.05;39;45.39;42.1;0;0;2;12;50;0;0;6;0;18423188;0;24 bonding;OFDM;34;4;CM1
28:9E:FC:0E:B5:9B;08-04-2020 08:42;11.130.0.200;W-Online;100;7.32;46.8;47.04;41.1;0;0;1;77;407;0;1;6;0;1682867;0;24 bonding;OFDM;32;6;CM1
B8:D9:4D:67:39:EB;08-04-2020 08:42;11.130.6.116;W-Online;100;7.07;43;45.63;44.1;0.01;0.01;2;0;64;0;5;8;0;1144828;0;32 bonding;OFDM;35;27;CM1
B8:D9:4D:67:66:75;08-04-2020 08:42;11.130.2.39;W-Online;100;1.35;44.8;44.89;45.1;0;0;1;7;253;0;1;7;0;9762693;1;24 bonding;OFDM;34;8;CM1
28:9E:FC:0E:90:00;08-04-2020 08:42;11.130.0.229;W-Online;100;2.95;43.5;45.56;44.1;0.01;0.01;1;5;30;0;5;7;0;1928283;0;32 bonding;OFDM;35;9;CM1
B8:D9:4D:67:65:D4;08-04-2020 08:42;11.136.62.33;W-Online;100;-0.12;44.5;45.21;42.7;0;0;1;9;3;0;2;8;0;1978617;1;24 bonding;OFDM;34;12;CM1
28:9E:FC:0E:92:4C;08-04-2020 08:42;11.130.2.176;W-Online;100;1.67;42.8;45.47;40.7;0;0.05;0;2;7014;0;1;6;0;429570;0;32 bonding;OFDM;35;3;CM1
28:9E:FC:0E:B6:49;08-04-2020 08:42;11.116.115.88;W-Online;100;-0.43;43;45.73;40.3;0.01;0;2;3;17;0;4;7;0;854000;0;24 bonding;OFDM;34;11;CM1
B8:D9:4D:67:67:2B;08-04-2020 08:42;11.130.1.130;W-Online;100;1.35;39.8;45.16;34.7;0;0;1;29;592;0;3;6;0;1517313;0;24 bonding;OFDM;32;4;CM1
B8:D9:4D:67:66:91;08-04-2020 08:42;11.116.115.252;W-Online;100;0.9;44.5;45.01;45.1;0;0;1;7;8;0;2;7;0;9762652;1;24 bonding;OFDM;36;15;CM1
28:9E:FC:47:C0:50;08-04-2020 08:42;11.130.0.175;W-Online;100;1.69;43.5;45.97;45.1;0;0;1;19;17;0;0;6;0;3240510;0;24 bonding;OFDM;33;3;CM1
28:9E:FC:47:DD:6F;08-04-2020 08:42;11.130.2.211;W-Online;100;0.32;47.5;45.51;45.1;0;0;1;17;3;0;0;6;0;8083253;0;24 bonding;OFDM;33;11;CM1
28:9E:FC:0E:B2:35;08-04-2020 08:42;11.116.115.176;W-Online;100;-5.32;42.8;43.2;40;0;0.05;0;0;5912;0;1;6;0;1014817;0;32 bonding;OFDM;35;6;CM1
28:9E:FC:47:DD:8B;08-04-2020 08:42;11.130.1.119;W-Online;100;2.45;41.3;46.27;38.5;0;0.01;1;77;381;0;0;6;0;7076352;1;24 bonding;OFDM;39;5;CM1
28:9E:FC:47:8C:55;08-04-2020 08:42;11.130.1.207;W-Online;100;5.36;39.3;45.25;39.7;0;0.05;0;0;4041;0;0;6;0;2392702;0;32 bonding;OFDM;36;12;CM1
B8:D9:4D:67:90:67;08-04-2020 08:42;11.130.1.216;W-Online;100;0.89;38.5;44.75;34.1;0;0;1;23;1187;0;5;6;0;413577;0;32 bonding;OFDM;35;11;CM1
28:9E:FC:47:C5:66;08-04-2020 08:42;11.130.7.164;W-Online;100;3.3;44;45.18;45.1;0;0;1;10;178;0;2;7;0;827671;0;32 bonding;OFDM;36;9;CM1
B8:D9:4D:67:99:3C;08-04-2020 08:42;11.136.62.11;W-Online;100;0.54;44.3;45.35;45.1;0;0;1;10;8;0;1;7;0;2069787;1;24 bonding;OFDM;34;13;CM1
28:9E:FC:47:ED:60;08-04-2020 08:42;11.130.2.181;W-Online;100;6.88;38;46.8;41.1;0;0;1;4;69;0;1;6;0;1345370;0;24 bonding;OFDM;32;7;CM1
28:C6:8E:44:DF:78;08-04-2020 08:42;11.116.115.39;W-Online;100;7.28;39.2;44.12;42.1;0;0;1;30;6;0;1;6;0;18557056;0;24ch;QAM;58;6;CM1
28:9E:FC:47:B7:51;08-04-2020 08:42;11.130.1.18;W-Online;100;1.33;45;44.48;45.1;0;0;1;8;0;0;0;6;0;3020381;0;32 bonding;OFDM;36;11;CM1
28:9E:FC:47:EE:32;08-04-2020 08:42;11.116.115.71;W-Online;95;-9.09;51.8;42.98;45.1;0.01;0.01;1;0;25;0;2;7;0;84060;0;24 bonding;OFDM;33;11;CM1
28:C6:8E:45:0C:10;08-04-2020 08:42;11.130.8.89;W-Online;100;1.75;50.9;44.16;34;0.01;0;0;605;12;0;6;7;0;8085396;0;24ch;QAM;57;7;CM1
B8:D9:4D:67:90:BD;08-04-2020 08:42;11.130.7.247;W-Online;100;0.93;41.8;44.02;37.5;0;0;4;70;126;0;1;7;0;3593972;5;32 bonding;OFDM;37;12;CM1
28:9E:FC:47:E2:EE;08-04-2020 08:42;11.130.6.216;W-Online;100;6.2;41.8;44.75;43.3;0.01;0.01;1;1;64;0;2;7;0;1774327;0;32 bonding;OFDM;35;9;CM1
B8:D9:4D:67:99:90;08-04-2020 08:42;11.130.2.142;W-Online;100;-1.09;45.8;44.73;44.1;0;0;1;11;13;0;2;8;0;9762848;0;24 bonding;OFDM;34;1;CM1
28:C6:8E:45:9B:B0;08-04-2020 08:42;11.130.1.76;W-Online;N/A;9.24;44;45.28;42.1;0.01;0;0;17;4;0;0;6;0;2797;0;24ch;QAM;57;4;CM1
B8:D9:4D:6E:EF:CD;08-04-2020 08:42;11.130.8.3;W-Online;100;-0.33;39.3;45.11;41.1;0;0.05;0;49;18548;0;1;6;0;7592583;0;24 bonding;OFDM;34;4;CM1
28:C6:8E:46:2B:78;08-04-2020 08:42;11.130.6.186;W-Online;100;0.89;40.5;43.26;40.3;0;0;0;564;5700;0;1;6;0;6611994;0;24ch;QAM;62;4;CM1
28:C6:8E:46:2C:B0;08-04-2020 08:42;11.130.0.45;W-Online;100;-5.7;46.2;42.54;40.7;0;0.05;0;7059;935;0;0;6;0;6794299;0;24ch;QAM;57;7;CM1
B8:D9:4D:67:99:6D;08-04-2020 08:42;11.130.2.145;W-Online;100;0.87;44.5;44.96;45.1;0;0;2;9;146;0;2;7;0;4070562;0;32 bonding;OFDM;36;6;CM1
28:C6:8E:8E:8B:D2;08-04-2020 08:42;11.130.0.84;W-Online;100;0.1;46.7;45.8;42.7;0;0;3;66;9;0;2;7;0;7760213;0;24ch;QAM;84;6;CM1
28:C6:8E:45:50:E0;08-04-2020 08:42;11.130.7.173;W-Online;100;11.51;36.9;44.66;41.6;0;0;1;25;21;0;1;5;0;3572419;0;N/A;QAM;58;3;CM1
28:C6:8E:92:E6:18;08-04-2020 08:42;11.130.0.4;W-Online;100;-5.55;51;42.29;38.6;0;0.05;2;6860;2274;0;0;6;0;850081;0;24ch;QAM;58;3;CM1
B8:D9:4D:6F:32:00;08-04-2020 08:42;11.130.7.206;W-Online;100;7.33;43.5;47.22;40.7;0;0;0;71;446;0;1;6;0;834241;0;24 bonding;OFDM;32;1;CM1
28:C6:8E:93:BD:18;08-04-2020 08:42;11.130.8.176;W-Online;100;4.22;41.7;44.29;39.1;0;0.01;1;376;95;0;1;6;0;380462;0;24ch;QAM;58;4;CM1
B8:D9:4D:6F:78:7E;08-04-2020 08:42;11.130.7.178;W-Online;100;-0.42;43.3;44;39.7;0;0.05;0;9;2237;0;0;6;0;10519896;0;24 bonding;OFDM;33;5;CM1
28:C6:8E:94:11:F0;08-04-2020 08:42;11.116.115.148;W-Online;100;5.18;40.5;44.01;33.8;0;0;3;6240;461;0;1;7;0;5497113;4;24ch;QAM;58;5;CM1
B8:D9:4D:6E:F8:DB;08-04-2020 08:42;11.130.1.115;W-Online;100;-5.9;48.5;43.3;40;0;0.05;0;7;2009;0;1;6;0;3331596;0;32 bonding;OFDM;36;8;CM1
B8:D9:4D:6E:FB:F1;08-04-2020 08:42;11.130.2.91;W-Online;100;2.92;42.5;44.44;40;0;0.05;0;1;4886;0;2;6;0;366450;0;32 bonding;OFDM;35;12;CM1
28:C6:8E:94:EF:88;08-04-2020 08:42;11.130.0.116;W-Online;100;0.61;41;44.45;44.1;0;0;0;14;2;0;0;6;0;8899;0;24ch;QAM;57;4;CM1
B8:D9:4D:6F:0D:D3;08-04-2020 08:42;11.130.8.240;W-Online;100;10.29;39;47.24;45.1;0;0;1;2;0;0;3;6;0;3471649;0;32 bonding;OFDM;36;4;CM1
28:C6:8E:95:B4:D8;08-04-2020 08:42;11.116.115.46;W-Online;100;1.81;36.5;44.42;33.2;0;0;1;575;157;0;1;6;0;23887354;12;24ch;QAM;58;3;CM1
B8:D9:4D:6F:7D:FD;08-04-2020 08:42;11.116.115.42;W-Online;100;3.17;37.5;44.65;34.4;0;0;1;18;27;0;1;7;0;6479608;0;24 bonding;OFDM;33;5;CM1
28:C6:8E:96:CC:28;08-04-2020 08:42;11.130.1.38;W-Online;100;5.06;38.7;44.85;43.3;0.01;0.01;1;4;814;0;5;7;0;3312641;0;24ch;QAM;59;8;CM1
B8:D9:4D:6F:D7:59;08-04-2020 08:42;11.130.2.117;W-Online;95;0.83;51.5;46.43;41.6;0;0;1;1;5;0;1;6;0;10864266;1;24 bonding;OFDM;39;0;CM1
28:C6:8E:96:D7:D0;08-04-2020 08:42;11.130.1.112;W-Online;100;0.96;42.2;44.6;41.6;0.01;0;1;41;18;0;0;6;0;387684;0;24ch;QAM;58;2;CM1
28:C6:8E:97:34:28;08-04-2020 08:42;11.130.6.172;W-Online;100;4.78;39.9;44.06;40.3;0;0.05;0;3433;1050;0;0;6;0;55693;0;24ch;QAM;57;4;CM1
28:C6:8E:97:4F:58;08-04-2020 08:42;11.130.8.111;W-Online;100;3.24;44;44.5;42.1;0;0;1;447;54;0;1;6;0;133755;0;24ch;QAM;58;6;CM1
B8:EE:0E:2F:43:6C;08-04-2020 08:42;11.130.2.96;W-Online;100;-0.71;46.8;44.98;38.1;0;0.01;1;1;30;0;0;6;0;7826875;1;24 bonding;OFDM;37;3;CM1
B8:EE:0E:2F:6B:39;08-04-2020 08:42;11.130.1.230;W-Online;100;10.92;41.8;47.13;41.6;0;0;1;0;128;0;6;8;0;2231531;0;24 bonding;OFDM;32;6;CM1
28:C6:8E:97:72:80;08-04-2020 08:42;11.116.115.50;W-Online;100;1.45;39.2;44.05;34;0;0;1;8599;553;0;2;6;0;834287;0;24ch;QAM;57;6;CM1
B8:D9:4D:6F:F0:1F;08-04-2020 08:42;11.130.0.245;W-Online;100;6.84;37.8;44.48;39.7;0;0;1;3;79;0;1;6;0;4218724;1;24 bonding;OFDM;34;10;CM1
B8:D9:4D:6F:77:66;08-04-2020 08:42;11.130.6.148;W-Online;100;-1.55;42;44.37;36.7;0;0.05;1;21;585;0;0;6;0;1846773;0;Mix Bonding;OFDM;37;2;CM1
28:C6:8E:97:E1:00;08-04-2020 08:42;11.136.62.32;W-Online;100;8.36;38.4;44.41;42.7;0;0;0;57;3;0;0;6;0;21784855;0;24ch;QAM;59;15;CM1
28:C6:8E:98:1F:B8;08-04-2020 08:42;11.130.7.80;W-Online;100;5.32;35.7;43.86;40;0;0;1;96;116;0;0;6;0;2049551;0;24ch;QAM;57;5;CM1
2C:B0:5D:55:7B:80;08-04-2020 08:42;11.130.7.73;W-Online;100;4.54;35.2;43.36;40.3;0;0;2;108;514;0;1;6;0;16769958;0;24ch;QAM;59;5;CM1
B8:EE:0E:40:79:92;08-04-2020 08:42;11.130.8.141;W-Online;100;6.61;46.3;44.7;45.1;0;0;1;2;35;0;1;6;0;2516287;0;32 bonding;OFDM;36;10;CM1
B8:EE:0E:40:BB:D7;08-04-2020 08:42;11.130.2.81;W-Online;100;-0.07;41;45.02;40;0;0.05;0;0;9313;0;1;7;0;2201099;0;24 bonding;OFDM;32;3;CM1
2C:B0:5D:BC:B0:B8;08-04-2020 08:42;11.116.115.80;W-Online;100;1.46;40;44.24;42.1;0;0.05;0;8221;3187;0;0;6;0;9212746;0;24ch;QAM;58;5;CM1
2C:B0:5D:BC:D7:F8;08-04-2020 08:42;11.130.1.151;W-Online;100;8.21;43;45.12;45.1;0.01;0.01;1;49;196;0;1;6;0;4831434;0;24ch;QAM;58;4;CM1
2C:B0:5D:BD:11:10;08-04-2020 08:42;11.130.8.152;W-Online;100;5.29;43.9;43.78;43.3;0;0;0;34;2;0;0;6;0;17021875;0;24ch;QAM;58;3;CM1
2C:B0:5D:BD:0B:00;08-04-2020 08:42;11.116.115.211;W-Online;100;6.59;40.7;44.47;41.6;0;0;0;603;14068;0;0;6;0;1108342;0;24ch;QAM;57;3;CM1
B8:EE:0E:40:89:F3;08-04-2020 08:42;11.130.2.137;W-Online;100;4.39;43.8;44.45;40.3;0;0.05;1;1282;1328;0.516796;1;6;0;431471;5;32 bonding;OFDM;36;4;CM1
2C:B0:5D:B8:32:88;08-04-2020 08:42;11.130.8.6;W-Online;100;7.3;42.2;43.64;41.6;0;0;1;15;6;0;1;6;0;3836677;0;24ch;QAM;58;5;CM1
2C:B0:5D:D4:0F:85;08-04-2020 08:42;11.130.8.192;Online;100;-6;49;42;43.3;0;0.01;9;1186;29;0;1;6;0;505726;1;N/A;N/A;0;0;CM1
30:24:78:66:58:78;;11.116.115.172;N/A;100;0.94;44.3;43.56;37;0;0;;;;;19;12;0;694029;0;N/A;N/A;;;CM1
B8:EE:0E:43:BE:81;08-04-2020 08:42;11.130.1.16;W-Online;100;-1.54;48;45.53;38.1;0;0.01;1;10;157;0;1;6;0;1421353;0;24 bonding;OFDM;33;0;CM1
2C:B0:5D:BC:68:18;08-04-2020 08:42;11.116.115.150;W-Online;100;7.91;37;43.6;34.4;0;0;2;661;7053;0;3;11;0;260588;0;24ch;QAM;58;100;CM1
B8:EE:0E:43:8C:9B;08-04-2020 08:42;11.130.0.241;W-Online;100;-3.25;47;43.43;39.4;0;0;1;70;1850;0;0;6;0;788702;0;32 bonding;OFDM;35;14;CM1
B8:EE:0E:43:E1:6C;08-04-2020 08:42;11.130.2.139;W-Online;100;2.5;43.5;46.65;38.3;0;0.01;1;7;44;0;0;6;0;910843;0;24 bonding;OFDM;32;16;CM1
EC:BE:DD:B8:D3:61;08-04-2020 08:42;11.130.0.255;W-Online;100;2.95;44.3;46.15;45.1;0;0;0;5;0;0;1;6;0;389254;0;24 bonding;OFDM;32;2;CM1
B8:EE:0E:43:B9:4F;08-04-2020 08:42;11.130.0.247;P-Online;70;3;53.5;43.63;18.8;0;0;4;121;27;0;1;6;0;1320253;0;32 bonding;OFDM;36;10;CM1
B8:EE:0E:43:BB:D4;08-04-2020 08:42;11.130.1.97;W-Online;100;7.84;42;46.35;45.1;0;0;1;0;0;0;8;8;0;252581;0;32 bonding;OFDM;35;7;CM1
30:93:BC:B0:79:2F;08-04-2020 08:42;11.116.115.89;W-Online;100;2.28;39.5;45.07;38.1;0;0.01;1;7;1;0;0;6;0;257333;0;24 bonding;OFDM;32;10;CM1
30:24:78:66:5F:16;08-04-2020 08:42;11.130.1.152;P-Online;100;7.82;44.8;46.38;42.1;0;0;1;7;18;0;1;6;0;14320788;0;32 bonding;OFDM;34;9;CM1
30:24:78:66:77:FF;08-04-2020 08:42;11.130.0.126;W-Online;100;5.1;41.8;46.02;38.3;0;0.01;1;1;20;0;10;9;0;749972;0;24 bonding;OFDM;32;4;CM1
B8:EE:0E:44:03:BD;08-04-2020 08:42;11.130.0.135;W-Online;100;10.65;38.8;46.79;40.7;0;0;1;15;391;0;3;8;0;10864215;2;24 bonding;OFDM;39;9;CM1
30:46:9B:6B:F7:4C;08-04-2020 08:42;11.116.115.133;Online;100;3.3;34.7;40.7;35.2;0;0;3;407;163;0;1;6;0;5519492;9;N/A;N/A;0;0;CM1
B8:EE:0E:43:FD:EB;08-04-2020 08:42;11.136.62.53;W-Online;100;8.88;41.5;47.12;45.1;0;0;1;0;0;0;1;6;0;1332803;0;24 bonding;OFDM;33;8;CM1
30:24:78:66:B8:09;08-04-2020 08:42;11.130.0.142;W-Online;100;9.81;41;45.89;40.7;0;0;1;8;210;0;1;6;0;6120145;0;24 bonding;OFDM;35;2;CM1
B8:EE:0E:45:BB:05;08-04-2020 08:42;11.130.2.70;W-Online;100;6.15;45;45.8;44.1;0.01;0.01;1;3;170;0;2;7;0;12487544;1;24 bonding;OFDM;38;8;CM1
30:24:78:66:85:DC;08-04-2020 08:42;11.130.2.163;W-Online;100;5.41;41;46.85;41.1;0;0;1;0;12;0;1;6;0;1180798;0;24 bonding;OFDM;32;12;CM1
B8:EE:0E:43:FB:58;08-04-2020 08:42;11.130.2.198;W-Online;100;8.52;41;46.76;45.1;0;0;1;2;0;0;0;6;0;3872501;0;32 bonding;OFDM;36;18;CM1
B8:EE:0E:45:B9:DB;08-04-2020 08:42;11.130.8.112;P-Online;95;-2.17;52.8;44.96;40;0.01;0.01;2;9;72;0;2;7;0;6118940;0;24 bonding;OFDM;34;2;CM1
30:46:9B:7B:53:2E;08-04-2020 08:43;11.130.7.77;W-Online;100;1.31;41.2;43.69;39.4;0;0;1;137;170;0;1;6;0;1019552;0;24ch;QAM;58;4;CM1
B8:EE:0E:45:B9:F6;08-04-2020 08:43;11.116.115.208;W-Online;100;4.44;42;45.28;45.1;0;0;1;6;474;0;1;7;0;9762820;1;24 bonding;OFDM;34;12;CM1
30:46:9B:7B:BB:14;08-04-2020 08:43;11.130.1.115;W-Online;100;1.48;42.7;42.89;41.1;0.01;0;2;256;71;0;3;7;0;5160594;0;24ch;QAM;58;5;CM1
30:24:78:66:83:89;08-04-2020 08:42;11.130.7.236;W-Online;100;3.08;38;44.51;34.2;0;0;1;40;2466;0;1;6;0;2510943;1;32 bonding;OFDM;37;10;CM1
B8:EE:0E:45:D0:FC;08-04-2020 08:43;11.130.0.47;W-Online;100;5.7;47.3;43.96;40.6;0;0;3;25;242;0;0;6;0;367261;0;24 bonding;OFDM;32;4;CM1
B8:EE:0E:45:92:34;08-04-2020 08:42;11.130.2.252;W-Online;100;1.18;39.5;42.87;38.3;0;0;4;77;37;0;0;6;0;2817120;1;32 bonding;OFDM;36;8;CM1
30:46:9B:7B:FF:12;08-04-2020 08:43;11.130.1.48;W-Online;100;2.71;44;43.26;44.1;0.01;0.01;1;19;1382;0;1;6;0;1248295;0;24ch;QAM;52;1;CM1
30:46:9B:7B:E6:70;08-04-2020 08:43;11.130.6.251;W-Online;100;3.59;46;43.91;44.1;0;0;1;576;38;0;0;6;0;31551034;119;24ch;QAM;58;4;CM1
B8:EE:0E:45:D1:BB;08-04-2020 08:43;11.130.1.89;W-Online;100;-1.95;49.5;45.43;45.1;0;0;2;43;85;0;0;6;0;5075658;0;24 bonding;OFDM;33;11;CM1
B8:EE:0E:45:DE:7E;08-04-2020 08:43;11.130.0.214;W-Online;95;2.09;50;45.52;41.6;0;0;1;34;214;0;0;6;0;1883319;0;24 bonding;OFDM;32;5;CM1
30:93:BC:31:7D:97;08-04-2020 08:43;11.130.2.68;W-Online;100;8.78;37.3;46.78;39.7;0;0;0;0;54;0;1;6;0;1096969;0;24 bonding;OFDM;32;8;CM1
B8:EE:0E:46:45:5C;08-04-2020 08:43;11.130.1.116;P-Online;100;3.02;40.8;44.19;40.3;0;0.05;0;1;22818;0;0;6;0;14491921;3;32 bonding;OFDM;39;13;CM1
B8:EE:0E:46:48:7B;08-04-2020 08:43;11.116.115.83;W-Online;100;7.2;37.3;45.33;44.1;0;0;1;9;0;0;1;6;0;19202984;0;24 bonding;OFDM;34;12;CM1
30:93:BC:31:72:6F;08-04-2020 08:43;11.130.0.42;W-Online;100;3.62;42.5;44.16;36.1;0;0;0;7;6;0.277778;2;7;0;672798;0;32 bonding;OFDM;35;5;CM1
B8:EE:0E:46:08:CB;08-04-2020 08:43;11.130.0.88;W-Online;100;3.17;42.5;45.25;39.4;0;0.05;0;4;825;0;1;6;0;1870655;0;32 bonding;OFDM;36;3;CM1
30:93:BC:B0:BD:30;08-04-2020 08:43;11.130.2.211;W-Online;100;8.02;38;46.79;40.7;0;0;0;9;2;0;1;6;0;427872;0;24 bonding;OFDM;32;7;CM1
30:93:BC:31:79:E6;08-04-2020 08:43;11.130.0.32;W-Online;100;-0.75;44.3;43.85;36.4;0;0;1;13;15;0.277778;2;7;0;226191;0;32 bonding;OFDM;35;8;CM1
B8:EE:0E:43:FE:29;08-04-2020 08:43;11.136.62.3;W-Online;100;9.2;40.8;47.09;45.1;0;0;0;3;0;0;0;6;0;587316;0;24 bonding;OFDM;33;11;CM1
B8:EE:0E:46:4E:93;08-04-2020 08:43;11.136.62.26;W-Online;100;8.06;36.5;45.43;44.1;0;0;0;4;0;0;0;6;0;20386019;0;24 bonding;OFDM;35;11;CM1
D0:57:94:83:42:59;08-04-2020 08:43;11.116.115.220;W-Online;100;3.66;41.8;46.32;42.7;0.01;0.01;0;6;3;0;3;8;0;595771;0;32 bonding;OFDM;35;6;CM1
30:93:BC:31:74:83;08-04-2020 08:43;11.116.115.15;W-Online;100;4.58;32.2;43.29;38.5;0;0;0;17;15;0;1;6;0;237183;2;Mix Bonding;OFDM;37;13;CM1
B8:EE:0E:46:6C:84;08-04-2020 08:43;11.130.7.131;W-Online;100;-3.76;47.8;44.08;39.7;0;0;2;6;180;0;8;9;0;583293;0;24 bonding;OFDM;32;5;CM1
B8:EE:0E:46:B5:41;08-04-2020 08:43;11.130.1.149;W-Online;100;5.45;36.3;45.31;39.7;0;0;2;3;189;0;16;9;0;19285809;0;24 bonding;OFDM;34;5;CM1
30:93:BC:37:94:8D;08-04-2020 08:43;11.130.7.81;W-Online;100;5.38;31;44.39;37;0;0;0;7;3;0.151515;1;6;0;1625674;0;Mix Bonding;OFDM;37;4;CM1
30:93:BC:31:7F:18;08-04-2020 08:43;11.130.8.123;W-Online;100;3.71;31.7;47.5;44.2;0;0;1;0;1;0;0;6;0;2328211;0;Mix Bonding;OFDM;36;3;CM1
B8:EE:0E:46:B6:B6;08-04-2020 08:43;11.130.1.236;W-Online;100;-2.1;48;45.35;45.1;0;0;0;25;26778;0;1;6;0;19291585;1;24 bonding;OFDM;35;9;CM1
B8:EE:0E:46:5D:03;08-04-2020 08:43;11.130.2.191;W-Online;100;7.23;37;45.47;44.1;0;0;1;5;0;0;16;9;0;208599;0;32 bonding;OFDM;35;7;CM1
30:93:BC:37:DC:E0;08-04-2020 08:43;11.130.1.117;W-Online;100;1.6;47;44.87;40;0;0.01;0;0;4;0;0;6;0;165803;0;24 bonding;OFDM;32;4;CM1
30:93:BC:37:DB:9B;08-04-2020 08:43;11.116.115.160;W-Online;100;5.85;39.5;44.88;34.7;0;0;0;7;138;0;0;6;0;1086895;0;32 bonding;OFDM;36;5;CM1
B8:EE:0E:46:B4:C2;08-04-2020 08:43;11.116.115.40;W-Online;100;-2.66;49.3;44.22;45.1;0;0;4;153;1442;0;1;7;0;876358;0;24 bonding;OFDM;32;7;CM1
30:93:BC:37:DB:F6;08-04-2020 08:43;11.130.1.45;W-Online;100;5.55;42.5;44.9;45.1;0;0;0;6;3;0;0;6;0;2986315;0;32 bonding;OFDM;36;13;CM1
30:93:BC:37:DB:E1;08-04-2020 08:43;11.116.115.129;W-Online;100;3.54;31;43.32;36.7;0;0;1;4;19;0.151515;1;7;0;1600187;0;Mix Bonding;OFDM;37;2;CM1
C0:FF:D4:7E:31:D6;08-04-2020 08:43;11.130.7.78;W-Online;100;5.12;37.7;46.3;40;0;0.05;0;578;2295;0;0;6;0;1427727;0;24ch;QAM;64;17;CM1
30:93:BC:37:E4:0B;08-04-2020 08:43;11.130.0.130;P-Online;100;4.37;37.3;47.14;45.1;0;0;0;8;0;0;1;6;0;1161154;0;32 bonding;OFDM;32;12;CM1
